,SPY.Adjusted,AAPL.Adjusted,CSCO.Adjusted,HON.Adjusted,KO.Adjusted,NKE.Adjusted,WBA.Adjusted,AMGN.Adjusted,CVX.Adjusted,IBM.Adjusted,MCD.Adjusted,PG.Adjusted,WMT.Adjusted,AXP.Adjusted,DIS.Adjusted,INTC.Adjusted,MMM.Adjusted,TRV.Adjusted,BA.Adjusted,GS.Adjusted,JNJ.Adjusted,MRK.Adjusted,UNH.Adjusted,CAT.Adjusted,HD.Adjusted,JPM.Adjusted,MSFT.Adjusted,VZ.Adjusted
5/3/1999,90.515129,0.381172,21.243095,35.476349,19.060966,6.231678,19.194105,24.110538,23.166687,66.457024,24.906927,26.586355,31.276516,28.963169,23.92071,19.687906,26.961811,17.154758,27.494757,NA,28.185207,31.705809,6.018761,18.229092,26.633705,29.238693,25.366343,20.609341
5/4/1999,89.222649,0.35762,20.308304,35.658096,18.974644,6.225477,18.093531,23.937435,22.769463,66.378761,24.059498,25.881147,29.835588,27.605949,23.537973,19.239571,26.979763,16.906137,27.574696,54.62389,27.392263,31.7899,6.234885,18.299006,25.737772,29.062017,24.790712,19.66671
5/5/1999,89.93145,0.361465,20.746489,35.476349,19.475336,6.200674,18.049503,24.704033,22.712715,66.417931,23.948973,25.722466,30.55607,28.094563,23.011724,19.970522,26.530993,17.048206,28.214102,53.65366,27.10393,32.658943,6.339674,18.211609,25.547733,28.333263,25.128149,20.009485
5/6/1999,89.379005,0.342238,19.992813,35.803486,19.095499,6.225477,17.873413,24.283638,22.201992,65.591904,24.059498,25.986919,29.072744,28.447426,22.868198,18.624846,26.459183,17.971645,28.733625,52.731945,28.149162,33.359779,6.116999,18.281527,24.760395,27.405756,24.751026,19.152534
5/7/1999,90.056519,0.352813,20.284939,37.584572,18.715672,6.25028,17.961462,25.173878,21.535221,68.099602,23.580523,25.651951,30.34416,29.248201,22.963879,19.014904,26.674604,18.753025,29.25316,57.534603,27.716648,33.415844,6.182491,17.669807,24.896141,27.692839,25.108299,19.945211
5/10/1999,89.608322,0.348006,20.425158,37.766319,18.525745,6.231678,17.697319,25.248056,21.847322,68.530617,23.285759,25.458014,30.640814,28.447426,22.772514,18.917379,27.051558,18.788538,28.174149,54.866447,26.923721,32.350578,6.169392,17.267828,24.488888,27.913662,25.306786,19.088274
5/11/1999,90.515129,0.344161,20.915916,36.966633,18.491213,6.498305,17.785372,25.346975,22.258743,69.275078,24.649015,25.845884,32.081745,27.755249,22.533304,19.443954,27.284929,18.966127,27.774509,54.817936,26.761528,32.098267,6.293829,17.669807,25.737772,28.267015,25.366343,19.902361
5/12/1999,91.223862,0.35762,22.201256,36.203316,18.353092,6.374291,18.093531,24.753487,21.492666,70.685646,24.612169,26.21611,31.573181,27.361656,22.341946,19.50246,26.961811,19.747511,27.303011,57.049492,27.302172,32.098267,6.339674,16.988188,25.629179,29.08412,25.564806,19.473902
5/13/1999,91.620003,0.355216,22.002607,36.021557,18.163174,6.25028,18.093531,25.297522,21.435919,77.111664,24.096342,25.951654,31.869825,27.090204,22.485466,18.741867,26.118132,20.457851,27.46339,56.806919,27.464348,32.743027,6.247983,16.95323,25.602037,29.680359,25.128149,20.052324
5/14/1999,89.2435,0.341276,21.581959,35.149204,18.02504,6.182072,17.961462,24.135265,21.435919,74.995781,23.801596,26.039816,31.446026,26.275877,22.485466,18.098288,25.93862,19.250267,27.583662,54.478363,26.858513,31.958109,5.999112,17.058094,25.249081,27.935757,24.413607,19.195391
5/17/1999,89.514496,0.341276,21.768908,35.149204,18.543005,6.194473,17.785372,23.368671,21.762213,74.447235,23.396301,26.551086,30.979858,26.411613,22.19842,18.546843,25.633448,19.143711,27.262926,53.265579,26.533163,32.266472,5.920521,17.093054,25.384832,27.781168,25.128149,20.052324
5/18/1999,89.347725,0.348006,21.722176,35.612862,18.991903,6.095262,17.697319,23.591232,21.159136,74.760689,23.985821,26.480574,31.488436,27.008774,22.628988,18.390827,25.292404,19.072678,28.024681,53.265579,26.135529,31.537603,5.972917,16.411425,25.683481,27.825346,24.989216,19.152534
5/19/1999,89.99398,0.347526,21.792288,35.904488,18.905575,5.971248,18.072521,24.011618,21.030628,73.937851,23.838438,26.797913,30.979858,27.117357,22.916039,18.624846,25.833635,19.711985,28.465698,53.799194,27.003103,31.621712,6.27418,16.219168,25.113325,28.333263,25.187695,19.66671
5/20/1999,89.451927,0.326856,21.453424,35.46706,18.76745,6.349488,18.645561,25.099691,21.416124,72.997475,23.617369,27.273932,30.174623,26.791618,22.820356,18.000774,25.851706,19.747511,28.626072,53.071545,27.473028,32.406631,6.981498,16.481335,25.194782,28.333263,24.909813,19.024012
5/21/1999,88.95166,0.337912,21.172991,35.576412,18.784727,6.4425,18.381081,24.234179,21.344734,72.213814,23.506828,27.432594,29.327032,26.113016,22.581146,17.786255,25.707178,19.783024,28.826536,52.392387,26.750053,31.986126,6.601643,16.673597,25.249081,27.891594,24.631933,19.024012
5/24/1999,87.47155,0.322531,20.448526,35.831562,18.456686,6.374291,18.381081,23.813789,20.987793,70.137115,22.843637,26.498196,29.030382,25.366541,22.868198,17.454708,25.96011,20.386806,28.465698,50.694447,26.171679,31.341379,6.28073,16.551241,24.923294,26.809498,24.532696,19.045433
5/25/1999,86.054001,0.319166,19.513739,34.920296,18.508472,6.064259,18.425156,23.887978,20.787922,69.3339,22.548882,26.6745,28.733715,24.864361,22.868198,16.499084,25.905916,20.884054,27.623753,50.063824,25.394468,30.612505,6.339674,16.411425,24.163088,26.080723,24.215118,18.916883
5/26/1999,87.012932,0.338873,20.401787,34.592236,18.922846,6.120065,17.940287,24.283638,21.487514,74.055405,22.696255,27.00947,29.115126,25.96372,22.963879,16.128531,25.671041,20.670954,26.501163,51.276619,26.027086,30.192001,6.182491,16.166739,25.004728,26.632824,24.929667,19.13113
5/27/1999,85.762146,0.334548,20.191458,33.097733,18.819252,5.847234,16.661989,24.8524,21.244795,72.72316,22.393148,26.515827,27.886112,25.380114,22.676832,16.577095,24.858112,19.818539,26.501163,52.586422,26.099373,29.603296,6.169392,15.485111,24.67894,25.705315,24.889971,18.531258
5/28/1999,86.856598,0.338873,20.378418,33.863201,18.922846,6.045657,16.397511,25.025499,21.130571,72.72316,22.725172,26.339525,28.903238,26.289442,22.2941,16.869627,24.785851,20.244743,26.982288,52.731945,26.78619,30.332172,6.11045,15.345291,24.570335,25.572805,25.62435,18.766924
6/1/1999,86.554291,0.344642,20.016182,34.300621,19.095499,5.989852,16.750145,24.506199,20.659424,70.215485,22.798962,26.974207,29.45418,25.665134,22.054888,15.816504,25.490396,19.818539,27.343111,49.821274,26.78619,30.556433,6.090802,16.428902,24.244553,25.484484,24.929667,18.809769
6/2/1999,86.637703,0.358101,20.588749,35.066086,18.957376,5.878239,16.441593,24.432013,21.016348,71.312614,22.577612,26.586355,30.089882,25.719414,22.2941,16.206547,25.815573,19.640955,27.062471,49.093597,26.515091,30.058832,6.568897,16.324045,24.624647,25.109074,24.909813,18.724083
6/3/1999,87.117134,0.36483,20.343361,35.211906,19.00918,5.847234,17.675804,23.937435,20.91642,70.803238,23.315441,26.374794,30.852722,26.411613,22.19842,15.757988,25.797497,19.711985,27.303011,49.384659,27.093472,30.762447,6.70643,16.900801,25.466282,25.307816,24.254816,18.638384
6/4/1999,88.868271,0.370118,21.476791,34.045471,19.268147,5.952645,18.336996,23.937435,20.91642,72.72316,24.200844,27.256304,31.191755,27.198792,23.442293,16.596598,25.363934,19.747511,28.185047,50.742989,27.961039,31.803825,6.896361,17.564949,26.280769,26.257393,25.267092,18.895468
6/7/1999,89.097588,0.376366,21.570272,36.633495,18.715672,5.952645,17.631731,24.011618,21.030628,75.54435,23.610571,27.520752,31.02223,27.79595,23.633661,16.674603,26.213024,19.854059,28.064783,51.179607,27.744152,31.21277,7.112485,17.687294,26.11787,27.118652,25.485415,19.002584
6/8/1999,88.222031,0.366752,20.880873,36.742844,18.715672,5.741827,17.411331,23.442862,21.187681,73.115036,24.053268,26.745029,30.089882,28.013119,22.676832,16.128531,25.851706,19.356827,28.104874,49.481689,26.822344,30.903175,6.935655,17.372696,25.374561,26.456139,25.207542,19.516743
6/9/1999,88.138672,0.372521,21.266472,36.305447,18.508472,5.5248,17.499496,22.849367,21.159136,73.350105,24.200844,26.02219,29.920357,27.171642,22.533304,16.577095,25.219416,19.179239,27.102556,50.840004,26.551235,31.466089,6.752275,17.19792,25.809252,26.080723,26.140423,19.538166
6/10/1999,87.32563,0.370118,20.647169,36.013824,18.26676,5.729423,17.190941,21.242001,21.301901,72.252983,24.717318,25.17593,29.242279,26.737339,22.485466,17.279188,25.165218,19.072678,27.46339,49.190613,25.882483,30.565447,6.942206,17.302786,25.591909,25.837811,25.366343,19.645283
6/11/1999,86.59597,0.357139,20.693901,36.196079,17.843771,5.506197,16.970551,20.697973,21.259066,71.665276,24.56975,24.329678,28.945604,26.391232,22.102736,16.98665,24.84004,18.82406,27.343111,49.093597,26.280128,29.974409,7.308962,16.621159,26.053753,25.881987,24.810574,19.645283
6/14/1999,86.679382,0.349448,20.156399,36.232533,17.947617,5.605269,17.719887,21.291456,21.64456,72.409737,24.348406,23.783152,29.242279,25.678694,22.19842,16.967142,25.797497,19.214746,26.821901,47.541218,26.207829,29.833668,7.282764,16.760975,25.265888,26.058655,24.631933,20.866425
6/15/1999,87.263084,0.354255,20.787388,36.37833,17.653395,5.437669,17.587648,21.884951,21.930098,72.644852,24.56975,24.400215,28.818464,25.855137,22.389782,17.376699,25.96011,19.214746,27.303011,48.705494,26.225893,30.452856,7.276216,16.341513,24.804052,26.544481,24.671633,20.373674
6/16/1999,88.930794,0.368675,21.73386,37.872837,17.688009,5.574231,18.292921,22.008595,21.887285,75.661888,24.864887,24.276794,30.125345,26.927349,22.485466,18.624846,26.249157,19.818539,27.423296,50.645962,26.280128,30.903175,7.151779,16.481335,25.347399,28.399508,25.7236,20.480797
6/17/1999,89.764679,0.356659,21.944191,38.67477,17.878387,5.661134,18.469242,21.93441,21.401848,75.348434,25.196918,24.893858,29.616163,27.307371,22.963879,18.098288,26.194941,19.640955,27.984594,50.451908,26.587389,31.29722,7.046992,16.463854,26.053753,28.068264,26.319063,20.78072
6/18/1999,89.868362,0.362426,22.318111,39.367352,17.566858,5.897013,19.394909,20.994711,21.287628,75.70105,24.791105,24.796886,29.701023,27.076643,23.346609,17.142662,26.303345,19.463371,28.626072,50.306389,26.243975,31.072056,7.007697,17.19792,26.515615,28.311188,26.993908,20.88784
6/21/1999,90.077454,0.35762,23.019196,39.6954,17.047644,5.946673,19.130423,20.920525,20.716532,78.208794,24.49597,24.523607,30.592049,27.429516,23.537973,17.727743,26.086557,19.463371,27.583662,53.944717,26.045155,31.269049,6.896361,17.023138,26.895943,29.503677,28.244345,20.88784
6/22/1999,89.450211,0.348968,22.247993,38.784126,17.341856,5.76045,19.1745,20.969984,20.588036,77.346748,24.348406,24.435453,30.507187,27.090204,23.059563,17.376699,25.905916,19.250267,27.744045,52.780457,26.262041,31.409794,6.758826,16.830894,26.895943,28.885353,27.470263,20.630756
6/23/1999,89.011093,0.335989,23.136044,38.966362,17.099564,6.058408,19.571228,21.068901,21.159136,77.072449,24.053268,24.523607,30.125345,26.628759,22.628988,17.649731,26.375618,18.859571,27.383205,50.451908,26.171679,30.565447,6.699883,16.673597,26.515615,28.355356,27.311483,20.480797
6/24/1999,88.341988,0.325415,22.528429,37.982201,17.341856,5.990126,19.438978,22.033325,20.930695,76.837379,23.610571,24.100487,29.404003,26.05871,22.628988,17.181673,25.652987,18.681993,27.46339,50.500412,26.478941,31.043898,6.555798,16.498817,26.053753,28.267015,26.874813,20.223713
6/25/1999,88.122406,0.324453,22.92572,38.419621,17.134182,6.194971,19.438978,22.132235,20.588036,77.190018,23.389223,24.065235,29.488857,26.588037,22.724672,17.259684,25.508457,18.468893,27.944508,51.422146,26.207829,31.015759,6.333124,16.393951,26.189587,28.686602,26.974058,20.523647
6/28/1999,89.19928,0.327337,23.159416,37.326069,16.909178,6.343945,20.673206,23.02247,20.445263,76.837379,23.758133,24.047609,30.931501,27.198792,22.437626,17.786255,25.147156,18.832657,27.744045,51.66473,26.280128,31.550512,6.608195,16.988188,27.330641,29.194523,27.549665,20.138025
6/29/1999,90.035629,0.348968,23.369743,37.034462,16.943792,6.368779,20.849516,23.714876,21.401848,78.130432,24.459087,24.294422,31.780085,27.673822,23.059563,18.488338,25.165218,18.617838,28.104874,52.586422,27.183849,32.197834,6.771925,17.093054,27.819653,29.194523,27.946627,20.716454
6/30/1999,91.666573,0.356177,24.0942,36.742844,17.168785,6.294288,20.717279,24.085808,21.715954,81.029907,24.274622,24.858591,32.75597,28.307619,23.585817,18.566338,25.12908,18.224001,28.225166,56.07925,28.340595,33.154781,6.562348,16.778458,28.009819,30.563704,28.641329,22.408901
7/1/1999,92.356552,0.348487,24.070833,37.326069,17.964912,5.915637,20.452805,24.085808,22.030056,82.127014,24.606647,24.276794,32.416531,28.960245,22.19842,19.619478,25.201353,17.937572,28.265234,54.963459,28.177917,33.886536,6.378968,17.110523,27.656639,30.509573,28.95891,21.723352
7/2/1999,93.276573,0.356177,25.075737,36.888653,17.947617,5.561816,20.276495,24.110538,21.987223,82.910698,24.237719,23.941826,33.095421,29.93918,21.672161,19.814505,25.68911,17.937572,28.265234,55.060505,28.177917,33.886536,6.451012,17.320265,27.819653,30.198914,29.216946,21.423433
7/6/1999,93.255684,0.364349,24.935514,36.013824,17.618778,5.512157,19.571228,23.343945,22.458376,82.127014,24.01639,24.100487,33.392422,30.075157,21.385109,19.931517,26.158821,17.651136,27.824223,54.720936,28.015255,33.295509,6.549249,16.586206,28.064156,30.553944,28.442844,21.423433
7/7/1999,93.381104,0.383576,24.771927,37.25317,17.445705,5.450083,19.791616,24.8524,22.77248,83.263382,24.237719,24.329678,32.586243,29.531296,21.480793,20.087536,26.122696,17.794348,27.984594,52.780457,28.304455,33.63324,6.37242,17.372696,28.498852,30.043604,29.316172,22.052366
7/8/1999,93.454269,0.419145,24.842035,37.982201,17.480314,5.356971,20.144253,25.965197,22.415543,84.007797,23.979492,24.082855,31.907385,29.096216,21.289431,20.516586,26.231083,17.078281,28.465698,52.198322,27.671843,33.914692,6.398617,17.110523,28.471666,30.35424,29.395567,21.535004
7/9/1999,94.0084,0.427798,25.075737,38.383144,17.618778,5.474914,20.144253,27.424192,22.215662,86.12368,26.303652,24.470722,32.543839,29.041828,21.145908,20.672607,25.88784,16.684448,28.585989,52.198322,27.780302,33.85841,6.346223,17.110523,28.607504,30.243313,29.613907,21.578121
7/12/1999,93.590233,0.419145,24.538233,38.164455,17.46302,5.437669,20.540968,26.237213,22.601152,86.397964,25.934736,24.541237,32.204372,29.422527,21.289431,20.419079,25.526535,17.328911,28.666166,53.071545,28.177917,33.773968,6.084252,17.058094,28.417347,29.866095,29.911629,21.707464
7/13/1999,93.255684,0.412897,24.398012,37.909283,17.289942,5.350765,20.012011,28.611181,22.187113,86.437157,26.414326,25.087786,32.289246,28.960245,21.098064,20.399578,25.851706,18.080774,29.708567,52.68346,27.979094,33.605099,6.136647,16.7435,28.308661,29.400141,29.732986,21.470343
7/14/1999,93.778374,0.430201,24.421385,38.638321,17.134182,5.437669,20.629126,30.51528,22.001499,86.045303,26.045414,25.634308,32.331669,28.606754,21.050226,21.218683,25.436203,18.582031,30.550516,52.489391,27.798368,32.760746,5.861578,16.726021,28.689007,29.022926,30.149811,21.987694
7/15/1999,94.374298,0.409532,24.888784,38.857025,17.72262,5.717,20.8936,31.207689,22.144274,85.457588,25.78718,25.775354,32.246819,29.204967,21.528641,21.12117,25.382004,18.224001,29.989222,52.731945,27.979094,32.873325,6.385519,16.638634,30.400579,29.156052,29.971163,22.591278
7/16/1999,94.886604,0.40809,24.678448,39.4767,17.999533,5.859771,21.069921,30.713121,21.84445,85.418396,26.045414,25.387489,32.586243,29.558485,21.432955,20.945648,25.418129,18.904266,29.508112,52.828991,28.196003,32.02898,6.411716,16.571856,30.264732,29.045099,31.578901,22.871513
7/19/1999,94.259315,0.418665,24.281162,38.711231,17.497633,5.834939,20.98176,29.056286,21.730234,84.399643,25.639601,25.316971,32.628677,30.279089,21.289431,21.082157,25.526535,19.333908,29.147274,53.896206,27.744152,31.803825,6.326574,16.940903,30.346251,29.156052,31.241478,22.769127
7/20/1999,92.325195,0.406648,23.276266,37.544788,17.428396,5.772867,20.276495,28.883179,21.316187,80.403015,25.270693,25.563803,31.822523,29.109795,20.95454,20.263062,25.851706,19.190685,29.027002,52.877491,27.888741,30.931313,6.562348,16.923328,28.471666,28.712265,29.633743,22.483496
7/21/1999,92.220657,0.415781,23.580072,37.909283,17.341856,5.673549,20.10018,29.550869,21.530348,80.873215,25.381369,25.477453,30.84663,29.150612,20.81102,20.45808,26.014299,18.367212,28.786449,52.68346,28.177917,30.931313,6.464109,17.046341,28.607504,28.867592,30.070421,22.591278
7/22/1999,91.007912,0.402803,22.855614,37.836395,17.480314,5.388009,19.879772,28.561712,21.387575,77.66024,24.938663,25.406685,30.676912,29.80324,20.667496,19.931517,26.213024,18.940063,29.427931,51.616199,28.449047,31.240923,6.549249,17.0112,27.819653,29.577637,28.919207,22.483496
7/23/1999,90.830193,0.410012,23.533327,37.508331,17.238024,5.499741,19.923849,29.822876,21.430403,78.247963,24.791105,24.982073,30.507187,29.490522,20.523968,20.029034,25.869764,18.940063,29.909027,49.724255,28.286371,31.072056,6.523052,17.151775,28.091311,28.956345,28.661177,22.569725
7/26/1999,90.161087,0.391747,22.832235,37.180271,17.46302,5.499741,20.10018,28.883179,21.10203,77.111664,25.160011,24.716665,30.973917,29.694458,21.050226,19.619478,25.707178,19.226494,29.027002,49.093597,28.123707,30.762447,6.916006,16.870602,27.738146,29.422312,27.827536,22.311049
7/27/1999,90.913849,0.412897,23.533327,37.872837,17.307241,5.363179,20.232416,29.5014,20.91642,79.149132,24.901785,24.946667,30.931501,30.972511,21.624319,21.082157,25.68911,19.262295,29.668465,50.840004,27.979094,30.959471,6.680233,16.905752,27.140451,29.73296,28.204662,22.181709
7/28/1999,91.206535,0.418184,23.67355,37.909283,16.995718,5.41284,20.629126,29.69924,21.073467,80.481361,24.791105,24.380505,30.592049,30.727764,21.720007,21.940269,25.761374,18.796852,29.788755,51.276619,27.689919,30.846882,6.712981,17.222076,28.308661,29.444517,28.581781,22.483496
7/29/1999,89.931068,0.414339,23.089306,37.727028,17.030334,5.325936,20.10018,29.13048,20.873592,78.600563,24.606647,24.946667,29.870731,30.143137,21.24159,21.686739,26.249157,18.080774,29.027002,50.451908,26.966942,30.058832,6.516503,16.554277,27.901159,28.490385,27.609213,22.505053
7/30/1999,88.822899,0.428278,23.229525,37.727028,16.77072,5.164543,19.967928,30.416372,20.845022,78.796516,24.606647,25.636683,28.682692,28.661137,21.098064,21.53072,25.418129,17.830156,29.107187,49.918285,26.334351,30.452856,6.392066,16.48399,27.738146,27.358757,27.251926,22.073915
8/2/1999,89.031975,0.428759,23.112675,37.544788,16.632263,4.978321,19.615299,31.158243,20.845022,76.641457,25.233795,25.51284,28.767551,28.294024,20.81102,22.252319,25.779448,18.438818,29.387829,48.754017,26.587389,30.340279,6.483757,16.466415,27.113297,27.780355,26.934361,22.418825
8/3/1999,88.613777,0.424914,22.855614,37.070927,16.839949,4.891419,19.1745,30.317463,21.244795,74.839066,25.012449,26.521328,28.470552,27.559816,20.523968,22.759367,26.050421,18.403011,30.189686,47.201645,27.238056,30.171408,6.005664,16.2731,26.352608,27.980043,26.914511,22.073915
8/4/1999,87.40107,0.413858,22.62191,37.362518,16.649567,4.984531,18.557405,30.490568,21.373295,74.290489,24.791105,26.273628,27.791662,26.866417,19.902031,22.729725,26.520124,18.653639,29.909027,46.57098,26.605457,29.045624,5.822283,16.079796,25.591909,27.846914,26.974058,21.556566
8/5/1999,88.195641,0.421068,22.995827,37.362518,16.857256,4.767271,18.513313,31.331345,21.801613,77.229164,24.606647,26.592091,28.088676,27.654991,19.806349,22.300495,27.296942,19.119076,29.668465,45.98885,26.262041,28.820454,6.595094,15.781054,25.021376,27.913481,27.232092,22.267923
8/6/1999,87.23378,0.416262,23.276266,37.727028,16.407272,4.872796,18.425156,30.243263,21.887285,77.500595,23.795023,26.362097,28.003815,26.771238,19.519299,22.339502,27.712458,18.295599,29.868944,43.66032,26.587389,28.060528,6.483757,16.237955,24.912712,26.892797,27.033615,22.052366
8/9/1999,87.045578,0.418665,22.364845,37.180271,16.545731,4.860383,17.808048,30.391644,22.072884,76.676979,24.12705,25.884388,27.282501,27.19273,19.710669,22.92482,27.38727,18.474619,29.949121,43.320724,26.912739,27.947968,6.326574,16.237955,24.315029,26.848419,26.616781,22.073915
8/10/1999,86.083778,0.425875,21.967562,36.451244,16.563028,4.885212,17.411331,29.674501,22.115717,74.87278,23.462999,26.539032,29.107,27.083958,19.614979,22.398046,27.531799,17.97337,29.54822,44.337788,26.677757,28.032387,6.058056,16.554277,24.613871,26.382444,26.338902,21.79369
8/11/1999,87.129219,0.459041,23.533327,36.560608,16.459192,4.965908,17.719887,30.564756,21.944386,77.382935,23.241659,26.39748,29.44643,27.627798,19.806349,23.724749,28.001486,18.044981,29.628223,47.83815,26.750053,27.441353,6.025311,16.659723,25.10288,27.314381,26.735876,21.29788
8/12/1999,87.076965,0.461444,23.065933,36.232533,16.649567,4.990736,17.631731,31.454983,21.944386,76.010208,23.094084,26.06131,30.125345,28.226044,19.997711,23.705242,27.965361,17.937572,29.437216,47.20612,27.400726,27.919815,6.326574,17.151775,25.809252,26.870613,25.961788,21.427227
8/13/1999,89.094749,0.461925,23.767033,36.925117,16.563028,5.071433,18.116602,33.161263,22.101452,77.42218,23.610571,26.326706,30.422325,29.300159,20.81102,24.895382,28.236355,18.009172,29.195925,49.102169,28.225185,28.707878,6.595094,17.503252,27.547972,28.09099,26.89467,22.138584
8/16/1999,89.492012,0.46529,23.743656,36.742844,16.441885,5.090056,18.204758,32.988155,21.901558,79.932327,24.12705,26.574394,31.228489,29.558485,21.385109,24.524689,28.326691,17.937572,29.678514,48.907692,28.297709,29.186321,6.614743,17.520828,27.819653,28.490385,26.775568,22.28948
8/17/1999,90.077454,0.463848,24.024094,37.216724,16.649567,5.34456,18.160685,32.295761,21.787334,80.638283,24.56975,26.999025,31.864954,30.51022,21.815687,24.66127,28.308624,18.080774,29.919777,49.004913,28.515242,29.270771,6.654036,17.432962,27.412134,29.466679,26.854965,22.548157
8/18/1999,89.42923,0.462406,23.67355,36.658264,16.199585,5.251446,18.051577,31.949562,21.712036,77.735962,24.827988,26.822098,31.483068,29.857607,22.341946,24.505173,27.780977,17.937572,29.678514,48.470123,27.898886,29.186321,6.654036,17.151775,27.221964,30.176718,26.993908,22.267923
8/19/1999,88.697426,0.451832,23.276266,36.292763,16.078436,5.226619,18.051577,30.960407,21.726418,77.147621,24.31151,26.680571,31.270931,30.129532,22.485466,24.134468,27.999016,18.617838,29.075274,47.886734,27.790115,29.495924,6.562348,16.958466,26.732941,29.266993,26.616781,21.470343
8/20/1999,89.596535,0.455196,23.977356,36.80447,16.286116,5.232826,18.228119,31.677542,21.855736,76.402435,24.42218,27.529797,31.695227,31.081291,22.868198,24.953932,28.035355,18.796852,29.437216,48.470123,28.696516,30.452856,6.549249,16.958466,27.303469,29.73296,26.477835,21.060764
8/23/1999,91.311119,0.467213,24.58497,38.52224,16.286116,5.257655,18.007444,33.111805,22.05691,78.088936,24.385298,27.812885,32.416531,31.842699,22.963879,25.890423,28.762119,19.298098,29.557848,49.491066,29.385376,31.550512,6.614743,17.696564,27.928326,30.420815,27.450418,21.427227
8/24/1999,91.645676,0.464329,24.818668,38.449139,16.407272,5.214204,17.65436,31.999012,22.05691,76.559311,24.237719,28.379065,32.289246,32.168991,22.820356,25.94895,28.67127,19.226494,29.035053,49.3452,29.929213,31.072056,6.464109,17.714142,27.738146,30.731462,29.27647,21.685896
8/25/1999,92.586617,0.472019,25.659973,39.14357,16.978415,5.288693,17.65436,32.221573,21.855736,76.794632,25.233795,29.051386,32.840836,32.033047,22.868198,26.12454,28.871138,19.190685,28.512276,49.782764,30.672447,31.747551,6.549249,17.643837,28.553175,30.35424,30.2689,22.030794
8/26/1999,91.478363,0.477788,25.776827,38.339489,17.047644,5.102469,17.301273,31.702259,21.309696,77.147621,24.791105,28.379065,32.11953,32.019424,22.581146,25.305109,28.634933,19.262295,28.552483,48.810429,30.291767,30.987604,6.477206,17.749283,27.384964,29.821709,30.050568,22.526608
8/27/1999,90.370193,0.497976,25.613237,37.571968,17.18609,5.003152,17.345406,31.900097,21.324066,77.814377,25.012449,27.742119,31.695227,31.461985,22.2941,25.909922,28.398729,19.083281,28.190556,47.886734,29.63917,30.678011,6.483757,17.327524,27.819653,29.511072,29.613907,21.944576
8/30/1999,88.697426,0.477307,24.958885,36.146564,16.857256,4.879003,16.904045,32.023754,20.993587,77.304504,24.856731,27.883665,30.889059,30.387861,21.815687,25.675812,27.617464,18.546228,28.79377,46.136559,29.693562,30.678011,6.293829,16.730022,26.895943,28.911987,29.296318,21.340998
8/31/1999,88.3629,0.501821,25.356169,35.927277,16.563028,4.643123,16.374418,32.913979,21.223482,78.167374,24.450453,28.095966,30.082874,29.911999,21.24159,25.656288,27.472086,18.367212,29.155699,46.525501,29.657305,30.255844,6.37242,15.921638,26.750238,29.710775,29.395567,21.146996
9/1/1999,89.450211,0.527777,25.776827,36.841003,16.614958,4.885212,17.124725,33.433289,21.194748,79.853859,23.785641,28.166742,30.549612,30.238317,21.480793,26.046509,27.526611,18.975863,28.954628,46.914433,29.439754,31.150219,6.608195,16.308243,26.641495,29.36684,29.336018,21.470343
9/2/1999,88.394241,0.542678,25.51976,36.475502,16.476501,4.860383,16.771639,32.716137,21.151632,78.99102,23.93338,28.343679,31.016346,29.558485,21.24159,26.631817,27.999016,18.868456,28.914425,46.087936,29.004681,30.86754,6.588544,16.554277,26.532753,28.667904,29.157393,21.254774
9/3/1999,90.976547,0.56527,26.524662,37.316135,15.888058,4.978321,16.992327,34.175137,21.539618,80.8638,24.709003,28.573673,32.289246,30.890921,21.385109,27.880489,28.271549,19.333908,29.236132,49.102169,29.403503,31.885155,6.699883,16.642143,27.647352,30.176718,30.44754,21.987694
9/7/1999,90.641983,0.587381,26.314329,37.827812,15.126531,5.046602,16.904045,33.730019,21.424656,82.834663,24.967537,29.122156,31.398216,30.700592,21.959209,27.353703,28.725777,19.047476,28.914425,48.615978,29.530399,31.12195,6.70643,16.4137,27.592978,28.889791,29.931482,22.117023
9/8/1999,90.202927,0.572961,25.776827,38.302952,15.299607,5.394217,17.080591,33.458004,21.712036,82.050255,25.04141,29.086761,31.992249,30.075157,22.246256,26.826923,28.925642,18.689444,28.67313,48.6646,29.149715,31.291548,6.654036,16.48399,28.109489,29.022926,29.296318,22.203249
9/9/1999,90.161087,0.581132,26.15074,38.083656,15.230377,5.685965,16.904045,33.977314,22.430508,84.560417,25.115286,28.839079,32.246819,30.156729,22.007051,27.392723,28.634933,18.940063,29.035053,48.032608,29.240349,31.291548,6.490305,16.519136,28.789131,27.514091,29.871929,21.578121
9/10/1999,90.913849,0.595552,26.45455,37.79126,15.264993,5.574231,16.550957,34.644993,22.042536,84.717232,25.632355,29.192921,32.374107,30.455853,21.337271,27.275669,28.398729,18.832657,29.115501,49.077847,28.859669,31.574219,6.300377,15.956786,29.468742,27.491894,30.169657,21.556566
9/13/1999,90.297005,0.576806,26.431183,37.681622,15.378856,5.561816,16.859911,34.447155,21.539618,83.069969,26.223293,28.785992,32.586243,30.51022,21.480793,26.339169,28.634933,18.689444,28.833986,48.324291,28.805285,31.489418,6.359322,16.71244,29.740608,27.580635,29.812382,22.160139
