,SYMBOL,BID,BIDSIZ,OFR,OFRSIZ,PRICE,SIZE
5878,KO,61.75,30,61.76,25,61.75,21.0
5879,KO,61.75,20,61.76,33,61.75,25.0
5880,KO,61.75,20,61.76,33,61.75,1700.0
5881,KO,61.75,20,61.76,33,61.75,86.0
5882,KO,61.74,29,61.76,34,61.75,1000.0
5883,KO,61.74,26,61.75,6,61.745,100.0
5884,KO,61.74,29,61.75,9,61.745,61.0
5885,KO,61.74,23,61.75,15,61.75,100.0
5886,KO,61.75,17,61.76,20,61.75,200.0
5887,KO,61.74,32,61.75,23,61.75,1500.0
5888,KO,61.74,22,61.75,32,61.74,22.0
5889,KO,61.74,3,61.75,20,61.74,200.0
5890,KO,61.73,32,61.75,39,61.74,200.0
5891,KO,61.73,41,61.75,20,61.74,100.0
5892,KO,61.74,11,61.75,28,61.74,84.0
5893,KO,61.73,21,61.74,21,61.74,353.0
5894,KO,61.72,25,61.74,32,61.73,92.0
5895,KO,61.72,27,61.73,8,61.73,61.0
5896,KO,61.72,56,61.74,21,61.73,1.0
5897,KO,61.74,21,61.75,14,61.74,2.0
5898,KO,61.74,12,61.75,14,61.745,39.0
5899,KO,61.73,38,61.74,22,61.74,145.0
5900,KO,61.74,22,61.75,18,61.74,131.0
5901,KO,61.74,41,61.75,3,61.75,100.0
5902,KO,61.74,47,61.76,22,61.75,100.0
5903,KO,61.75,30,61.76,12,61.755,100.0
5904,KO,61.74,37,61.75,27,61.75,116.0
5905,KO,61.75,21,61.76,14,61.75,300.0
5906,KO,61.74,24,61.75,14,61.75,28.0
5907,KO,61.74,21,61.76,35,61.75,400.0
5908,KO,61.74,1,61.75,39,61.74,100.0
5909,KO,61.73,20,61.74,14,61.74,100.0
5910,KO,61.73,22,61.74,11,61.735,41.0
5911,KO,61.73,23,61.74,21,61.74,228.0
5912,KO,61.73,50,61.75,18,61.74,100.0
5913,KO,61.73,49,61.75,18,61.74,1.0
5914,KO,61.74,26,61.75,16,61.74,7.0
5915,KO,61.75,33,61.76,7,61.755,100.0
5916,KO,61.75,7,61.76,20,61.75,48.0
5917,KO,61.74,34,61.76,35,61.75,48.0
5918,KO,61.73,25,61.74,33,61.74,100.0
5919,KO,61.74,23,61.75,21,61.74,100.0
5920,KO,61.74,50,61.76,23,61.75,200.0
5921,KO,61.76,24,61.77,13,61.76,200.0
5922,KO,61.75,34,61.76,14,61.76,200.0
5923,KO,61.74,35,61.75,25,61.75,100.0
5924,KO,61.75,28,61.76,17,61.75,302.0
5925,KO,61.75,43,61.77,20,61.76,10.0
5926,KO,61.76,27,61.77,7,61.765,100.0
5927,KO,61.75,33,61.76,14,61.76,100.0
5928,KO,61.75,32,61.76,7,61.755,48.0
5929,KO,61.74,37,61.75,28,61.75,300.0
5930,KO,61.74,50,61.76,20,61.75,100.0
5931,KO,61.74,30,61.75,17,61.75,700.0
5932,KO,61.74,31,61.75,14,61.74,80.0
5933,KO,61.73,22,61.74,25,61.74,105.0
5934,KO,61.73,12,61.74,34,61.73,89.0
5935,KO,61.72,20,61.74,34,61.73,200.0
5936,KO,61.72,35,61.73,16,61.725,48.0
5937,KO,61.72,41,61.73,6,61.725,100.0
5938,KO,61.72,55,61.74,17,61.73,100.0
5939,KO,61.73,16,61.74,16,61.73,100.0
5940,KO,61.72,37,61.73,25,61.73,101.0
5941,KO,61.72,35,61.73,23,61.73,8.0
5942,KO,61.71,18,61.72,25,61.72,300.0
5943,KO,61.71,45,61.72,7,61.72,91.0
5944,KO,61.72,1,61.73,34,61.72,77.0
5945,KO,61.71,31,61.72,24,61.72,123.0
5946,KO,61.71,24,61.72,21,61.71,47.0
5947,KO,61.71,16,61.72,28,61.71,55.0
5948,KO,61.7,19,61.72,41,61.71,100.0
5949,KO,61.7,21,61.71,13,61.705,100.0
5950,KO,61.69,22,61.71,32,61.7,85.0
5951,KO,61.69,24,61.7,26,61.69,18.0
5952,KO,61.68,23,61.69,32,61.69,100.0
5953,KO,61.68,49,61.69,4,61.69,100.0
5954,KO,61.68,34,61.69,2,61.69,100.0
5955,KO,61.68,40,61.7,23,61.69,600.0
5956,KO,61.68,26,61.69,21,61.68,75.0
5957,KO,61.68,22,61.69,23,61.68,1600.0
5958,KO,61.67,27,61.68,10,61.68,300.0
5959,KO,61.68,5,61.69,24,61.68,500.0
5960,KO,61.68,5,61.69,23,61.68,500.0
5961,KO,61.67,5,61.68,27,61.67,75.0
5962,KO,61.67,2,61.68,30,61.67,230.0
5963,KO,61.66,23,61.67,18,61.66,76.0
5964,KO,61.67,22,61.68,25,61.67,100.0
5965,KO,61.68,24,61.69,7,61.68,1205.0
5966,KO,61.67,42,61.69,13,61.68,100.0
5967,KO,61.69,19,61.7,12,61.69,800.0
5968,KO,61.7,14,61.71,14,61.7,150.0
5969,KO,61.7,10,61.71,14,61.705,100.0
5970,KO,61.71,15,61.72,17,61.71,1.0
5971,KO,61.69,39,61.7,16,61.7,100.0
5972,KO,61.69,48,61.71,14,61.7,42.0
5973,KO,61.69,35,61.71,14,61.7,1.0
5974,KO,61.7,12,61.71,8,61.705,86.0
5975,KO,61.71,22,61.72,21,61.71,200.0
5976,KO,61.71,1,61.72,34,61.71,100.0
5977,KO,61.69,30,61.7,33,61.7,25.0
5978,KO,61.7,13,61.71,18,61.7,300.0
5979,KO,61.69,48,61.71,20,61.7,225.0
5980,KO,61.7,37,61.71,3,61.71,3.0
5981,KO,61.71,23,61.72,5,61.72,100.0
5982,KO,61.71,26,61.73,22,61.72,400.0
5983,KO,61.72,8,61.73,20,61.72,24.0
5984,KO,61.71,34,61.73,36,61.72,550.0
5985,KO,61.71,54,61.72,3,61.72,100.0
5986,KO,61.72,27,61.73,17,61.72,75.0
5987,KO,61.71,31,61.72,14,61.72,300.0
5988,KO,61.71,20,61.72,25,61.71,70.0
5989,KO,61.71,1,61.72,34,61.71,146.0
5990,KO,61.7,7,61.71,20,61.7,500.0
5991,KO,61.69,22,61.7,12,61.69,30.0
5992,KO,61.69,2,61.7,17,61.69,200.0
5993,KO,61.68,20,61.69,20,61.68,300.0
5994,KO,61.68,16,61.69,28,61.68,27.0
5995,KO,61.69,4,61.7,27,61.69,81.0
5996,KO,61.68,20,61.69,11,61.685,100.0
5997,KO,61.68,30,61.69,11,61.69,125.0
5998,KO,61.69,22,61.71,22,61.7,6.0
5999,KO,61.7,4,61.71,16,61.7,22.0
6000,KO,61.69,19,61.7,21,61.7,400.0
6001,KO,61.68,46,61.69,2,61.69,100.0
6002,KO,61.68,23,61.69,9,61.69,100.0
6003,KO,61.68,45,61.7,20,61.69,200.0
6004,KO,61.69,41,61.7,6,61.7,100.0
6005,KO,61.7,59,61.72,20,61.71,100.0
6006,KO,61.71,21,61.73,22,61.72,100.0
6007,KO,61.71,39,61.73,22,61.72,100.0
6008,KO,61.71,26,61.72,8,61.72,35.0
6009,KO,61.71,27,61.72,10,61.715,54.0
6010,KO,61.7,23,61.71,25,61.71,500.0
6011,KO,61.7,13,61.71,25,61.7,100.0
6012,KO,61.7,11,61.71,25,61.7,50.0
6013,KO,61.69,21,61.7,14,61.69,27.0
6014,KO,61.68,29,61.7,31,61.69,49.0
6015,KO,61.7,32,61.72,23,61.71,508.0
6016,KO,61.72,16,61.73,14,61.72,11.0
6017,KO,61.72,31,61.73,4,61.73,100.0
6018,KO,61.73,2,61.74,42,61.73,223.0
6019,KO,61.72,25,61.73,3,61.73,400.0
6020,KO,61.72,13,61.73,13,61.725,41.0
6021,KO,61.71,30,61.72,25,61.72,457.0
6022,KO,61.72,21,61.73,17,61.72,300.0
6023,KO,61.71,29,61.72,17,61.72,200.0
6024,KO,61.71,12,61.72,29,61.71,500.0
6025,KO,61.72,29,61.73,17,61.72,100.0
6026,KO,61.72,20,61.73,6,61.73,100.0
6027,KO,61.73,19,61.74,18,61.735,100.0
6028,KO,61.72,29,61.73,10,61.73,300.0
6029,KO,61.72,37,61.73,23,61.73,78.0
6030,KO,61.72,41,61.74,24,61.73,1100.0
6031,KO,61.73,16,61.74,24,61.73,200.0
6032,KO,61.71,15,61.72,24,61.72,173.0
6033,KO,61.7,36,61.72,34,61.71,36.0
6034,KO,61.7,37,61.72,37,61.71,2.0
6035,KO,61.7,39,61.71,12,61.71,462.0
6036,KO,61.71,23,61.72,19,61.71,300.0
6037,KO,61.72,33,61.74,20,61.73,3.0
6038,KO,61.71,36,61.73,35,61.72,600.0
6039,KO,61.7,37,61.71,22,61.71,497.0
6040,KO,61.7,17,61.71,36,61.7,42.0
6041,KO,61.7,15,61.71,39,61.7,207.0
6042,KO,61.69,21,61.7,13,61.7,200.0
6043,KO,61.7,10,61.71,17,61.7,300.0
6044,KO,61.7,1,61.71,42,61.7,820.0
6045,KO,61.7,10,61.71,17,61.7,62.0
6046,KO,61.7,33,61.72,24,61.71,2.0
6047,KO,61.7,19,61.71,5,61.71,300.0
6048,KO,61.7,34,61.72,26,61.71,75.0
6049,KO,61.71,22,61.72,24,61.71,57.0
6050,KO,61.71,1,61.72,34,61.71,51.0
6051,KO,61.71,5,61.72,31,61.71,20.0
6052,KO,61.71,1,61.72,34,61.71,129.0
6053,KO,61.7,2,61.71,35,61.7,100.0
6054,KO,61.69,35,61.71,39,61.7,138.0
6055,KO,61.69,35,61.7,11,61.7,62.0
6056,KO,61.69,1,61.7,31,61.69,171.0
6057,KO,61.69,7,61.7,22,61.69,161.0
6058,KO,61.69,8,61.7,17,61.69,83.0
6059,KO,61.69,3,61.7,33,61.69,78.0
6060,KO,61.69,11,61.7,19,61.69,100.0
6061,KO,61.68,33,61.69,18,61.69,200.0
6062,KO,61.68,25,61.69,16,61.68,14.0
6063,KO,61.69,2,61.7,36,61.69,83.0
6064,KO,61.67,21,61.68,22,61.68,101.0
6065,KO,61.67,16,61.68,18,61.67,17.0
6066,KO,61.67,4,61.68,31,61.67,165.0
6067,KO,61.66,17,61.67,20,61.67,100.0
6068,KO,61.67,8,61.68,17,61.67,82.0
6069,KO,61.67,18,61.68,16,61.675,100.0
6070,KO,61.66,21,61.68,29,61.67,220.0
6071,KO,61.67,13,61.68,17,61.67,100.0
6072,KO,61.67,3,61.68,21,61.67,167.0
6073,KO,61.67,11,61.68,29,61.67,106.0
6074,KO,61.67,11,61.68,11,61.68,1.0
6075,KO,61.67,4,61.68,22,61.67,162.0
6076,KO,61.67,4,61.68,21,61.67,77.0
6077,KO,61.67,2,61.68,30,61.67,186.0
6078,KO,61.67,10,61.68,11,61.675,100.0
6079,KO,61.67,4,61.68,34,61.67,177.0
6080,KO,61.66,20,61.68,39,61.67,75.0
6081,KO,61.66,20,61.68,37,61.67,48.0
6082,KO,61.66,17,61.67,18,61.665,23.0
6083,KO,61.66,13,61.67,22,61.66,185.0
6084,KO,61.66,2,61.67,27,61.66,161.0
6085,KO,61.67,18,61.68,21,61.67,1.0
6086,KO,61.67,38,61.69,21,61.68,8.0
6087,KO,61.68,2,61.69,30,61.68,100.0
6088,KO,61.67,22,61.69,32,61.68,11.0
6089,KO,61.67,9,61.68,13,61.67,27.0
6090,KO,61.66,22,61.68,30,61.67,216.0
6091,KO,61.67,17,61.68,7,61.675,100.0
6092,KO,61.67,4,61.68,31,61.67,347.0
6093,KO,61.66,23,61.67,24,61.67,400.0
6094,KO,61.66,3,61.67,27,61.66,158.0
6095,KO,61.66,1,61.67,34,61.661,5.0
6096,KO,61.65,21,61.66,17,61.66,114.0
6097,KO,61.65,36,61.67,19,61.66,300.0
6098,KO,61.66,7,61.67,32,61.66,454.0
6099,KO,61.66,8,61.67,30,61.66,74.0
6100,KO,61.67,22,61.68,19,61.67,400.0
6101,KO,61.67,4,61.68,23,61.67,223.0
6102,KO,61.67,14,61.68,18,61.67,146.0
6103,KO,61.67,10,61.68,12,61.67,117.0
6104,KO,61.67,12,61.68,20,61.67,245.0
6105,KO,61.67,6,61.68,19,61.67,216.0
6106,KO,61.66,19,61.68,37,61.67,400.0
6107,KO,61.66,17,61.67,21,61.67,35.0
6108,KO,61.65,20,61.66,12,61.66,16.0
6109,KO,61.65,5,61.66,29,61.65,182.0
6110,KO,61.66,19,61.67,16,61.66,386.0
6111,KO,61.66,36,61.68,21,61.67,2.0
6112,KO,61.67,16,61.68,14,61.67,53.0
6113,KO,61.66,19,61.67,13,61.665,100.0
6114,KO,61.66,17,61.67,14,61.661,95.0
6115,KO,61.66,7,61.67,30,61.66,1700.0
6116,KO,61.65,25,61.66,9,61.655,76.0
6117,KO,61.65,21,61.67,35,61.66,400.0
6118,KO,61.65,2,61.66,29,61.65,75.0
6119,KO,61.65,3,61.66,27,61.65,240.0
6120,KO,61.65,15,61.66,34,61.65,300.0
6121,KO,61.65,15,61.66,36,61.65,400.0
6122,KO,61.65,2,61.66,36,61.65,200.0
6123,KO,61.64,17,61.65,11,61.65,200.0
6124,KO,61.64,28,61.65,7,61.645,45.0
6125,KO,61.65,17,61.66,23,61.65,830.0
6126,KO,61.65,10,61.66,17,61.655,100.0
6127,KO,61.65,10,61.66,19,61.651,100.0
6128,KO,61.64,24,61.66,34,61.65,1000.0
6129,KO,61.65,7,61.66,17,61.65,100.0
6130,KO,61.65,2,61.66,22,61.65,100.0
6131,KO,61.64,19,61.65,25,61.65,242.0
6132,KO,61.65,7,61.66,28,61.651,100.0
6133,KO,61.65,30,61.66,24,61.65,100.0
6134,KO,61.65,36,61.67,22,61.66,208.0
6135,KO,61.65,18,61.66,21,61.66,500.0
6136,KO,61.65,18,61.66,35,61.66,117.0
6137,KO,61.65,30,61.67,20,61.66,300.0
6138,KO,61.66,6,61.67,25,61.661,53.0
6139,KO,61.65,19,61.66,18,61.66,90.0
6140,KO,61.65,1,61.66,29,61.655,100.0
6141,KO,61.65,1,61.66,30,61.65,13.0
6142,KO,61.64,19,61.66,30,61.65,22.0
6143,KO,61.64,24,61.65,14,61.65,179.0
6144,KO,61.64,12,61.65,10,61.645,22.0
6145,KO,61.63,12,61.64,33,61.64,200.0
6146,KO,61.63,12,61.64,23,61.631,47.0
6147,KO,61.62,27,61.64,47,61.63,417.0
6148,KO,61.62,22,61.63,14,61.625,100.0
6149,KO,61.63,14,61.64,21,61.63,301.0
6150,KO,61.62,23,61.63,24,61.63,100.0
6151,KO,61.62,12,61.63,27,61.621,100.0
6152,KO,61.61,22,61.62,17,61.62,100.0
6153,KO,61.6,21,61.61,22,61.61,100.0
6154,KO,61.62,14,61.63,35,61.62,2.0
6155,KO,61.63,23,61.64,21,61.63,1.0
6156,KO,61.62,8,61.63,22,61.63,300.0
6157,KO,61.61,15,61.62,20,61.62,75.0
6158,KO,61.61,10,61.62,28,61.62,225.0
6159,KO,61.6,21,61.62,27,61.61,28.0
6160,KO,61.6,10,61.61,14,61.61,100.0
6161,KO,61.6,10,61.61,6,61.61,4.0
6162,KO,61.6,1,61.61,36,61.6,2.0
6163,KO,61.59,19,61.61,20,61.6,605.0
6164,KO,61.59,19,61.61,20,61.59,200.0
6165,KO,61.59,19,61.61,20,61.59,601.0
6166,KO,61.58,10,61.59,18,61.59,100.0
6167,KO,61.59,13,61.6,19,61.59,600.0
6168,KO,61.59,7,61.6,13,61.6,8.0
6169,KO,61.59,7,61.6,17,61.59,200.0
6170,KO,61.59,13,61.6,8,61.6,3.0
6171,KO,61.59,36,61.6,1,61.6,2.0
6172,KO,61.59,18,61.6,23,61.6,232.0
6173,KO,61.59,26,61.6,4,61.6,3.0
6174,KO,61.59,19,61.61,31,61.6,300.0
6175,KO,61.59,1,61.6,32,61.59,12.0
6176,KO,61.59,2,61.6,30,61.59,203.0
6177,KO,61.58,15,61.59,17,61.59,100.0
6178,KO,61.58,15,61.59,21,61.585,18.0
6179,KO,61.58,11,61.59,14,61.59,8.0
6180,KO,61.57,21,61.58,25,61.58,325.0
6181,KO,61.58,21,61.59,15,61.58,300.0
6182,KO,61.58,9,61.59,17,61.585,100.0
6183,KO,61.58,4,61.59,31,61.58,400.0
6184,KO,61.57,7,61.58,23,61.57,28.0
6185,KO,61.58,10,61.59,19,61.58,200.0
6186,KO,61.58,5,61.59,26,61.585,100.0
6187,KO,61.57,19,61.59,35,61.58,500.0
6188,KO,61.57,8,61.58,13,61.57,25.0
6189,KO,61.56,18,61.57,21,61.57,217.0
6190,KO,61.56,23,61.57,11,61.57,15.0
6191,KO,61.56,17,61.57,6,61.565,64.0
6192,KO,61.55,23,61.57,38,61.56,1.0
6193,KO,61.55,23,61.57,26,61.56,100.0
6194,KO,61.55,23,61.57,25,61.56,100.0
6195,KO,61.55,39,61.57,19,61.56,500.0
6196,KO,61.55,23,61.56,18,61.56,100.0
6197,KO,61.56,21,61.57,21,61.56,300.0
6198,KO,61.55,11,61.56,10,61.56,7.0
6199,KO,61.56,15,61.57,21,61.56,200.0
6200,KO,61.55,19,61.57,28,61.56,20.0
6201,KO,61.55,1,61.56,35,61.55,102.0
6202,KO,61.55,10,61.56,18,61.55,300.0
6203,KO,61.55,3,61.56,34,61.55,800.0
6204,KO,61.55,5,61.56,23,61.55,100.0
6205,KO,61.54,18,61.55,21,61.55,200.0
6206,KO,61.55,16,61.56,17,61.55,199.0
6207,KO,61.53,26,61.55,43,61.54,302.0
6208,KO,61.53,12,61.54,24,61.53,155.0
6209,KO,61.53,10,61.54,22,61.535,12.0
6210,KO,61.53,12,61.54,13,61.54,5.0
6211,KO,61.53,10,61.54,17,61.53,34.0
6212,KO,61.53,2,61.54,29,61.53,37.0
6213,KO,61.52,11,61.53,12,61.53,8.0
6214,KO,61.53,11,61.54,22,61.53,100.0
6215,KO,61.53,9,61.54,18,61.535,100.0
6216,KO,61.52,8,61.53,18,61.52,20.0
6217,KO,61.53,5,61.54,30,61.53,72.0
6218,KO,61.52,12,61.53,21,61.53,100.0
6219,KO,61.52,11,61.53,24,61.53,300.0
6220,KO,61.51,15,61.53,36,61.52,416.0
6221,KO,61.51,10,61.52,15,61.515,100.0
6222,KO,61.51,15,61.52,13,61.515,100.0
6223,KO,61.52,36,61.54,21,61.53,102.0
6224,KO,61.53,37,61.55,28,61.54,1095.0
6225,KO,61.53,39,61.55,28,61.54,200.0
6226,KO,61.53,22,61.54,5,61.54,200.0
6227,KO,61.53,8,61.54,29,61.53,57.0
6228,KO,61.53,3,61.54,35,61.53,48.0
6229,KO,61.52,15,61.53,27,61.53,300.0
6230,KO,61.53,12,61.54,20,61.53,200.0
6231,KO,61.53,13,61.54,9,61.535,100.0
6232,KO,61.54,16,61.55,27,61.54,256.0
6233,KO,61.54,3,61.55,34,61.54,40.0
6234,KO,61.54,2,61.55,32,61.54,27.0
6235,KO,61.54,2,61.55,39,61.54,100.0
6236,KO,61.54,34,61.56,19,61.55,900.0
6237,KO,61.55,32,61.56,6,61.56,600.0
6238,KO,61.55,39,61.57,20,61.56,3.0
6239,KO,61.55,22,61.57,28,61.56,363.0
6240,KO,61.55,25,61.56,1,61.56,100.0
6241,KO,61.55,25,61.57,37,61.56,200.0
6242,KO,61.56,16,61.57,19,61.56,400.0
6243,KO,61.55,17,61.57,27,61.56,200.0
6244,KO,61.55,1,61.56,39,61.55,100.0
6245,KO,61.54,27,61.55,23,61.55,107.0
6246,KO,61.54,16,61.55,23,61.54,8.0
6247,KO,61.53,18,61.54,21,61.54,900.0
6248,KO,61.52,20,61.54,36,61.53,100.0
6249,KO,61.53,6,61.54,19,61.53,72.0
6250,KO,61.52,18,61.54,30,61.53,200.0
6251,KO,61.51,25,61.52,21,61.52,20.0
6252,KO,61.51,25,61.52,10,61.52,100.0
6253,KO,61.52,9,61.53,20,61.52,100.0
6254,KO,61.52,6,61.53,23,61.52,10.0
6255,KO,61.52,17,61.53,11,61.53,112.0
6256,KO,61.52,27,61.54,14,61.53,75.0
6257,KO,61.53,37,61.55,16,61.54,103.0
6258,KO,61.53,17,61.54,22,61.54,427.0
6259,KO,61.54,13,61.55,20,61.54,10.0
6260,KO,61.55,32,61.56,23,61.55,129.0
6261,KO,61.54,26,61.56,25,61.55,200.0
6262,KO,61.54,25,61.55,5,61.55,11.0
6263,KO,61.53,20,61.55,36,61.54,40.0
6264,KO,61.53,11,61.54,19,61.535,100.0
6265,KO,61.53,22,61.54,10,61.54,100.0
6266,KO,61.53,29,61.55,26,61.54,400.0
6267,KO,61.53,19,61.54,30,61.54,600.0
6268,KO,61.53,8,61.54,17,61.535,24.0
6269,KO,61.54,12,61.55,17,61.54,100.0
6270,KO,61.52,27,61.54,36,61.53,1200.0
6271,KO,61.52,25,61.54,41,61.53,500.0
6272,KO,61.52,23,61.54,37,61.53,100.0
6273,KO,61.52,38,61.53,3,61.53,200.0
6274,KO,61.53,18,61.54,13,61.53,1.0
6275,KO,61.53,1,61.54,17,61.535,100.0
6276,KO,61.53,2,61.54,14,61.53,107.0
6277,KO,61.54,16,61.55,8,61.54,2.0
6278,KO,61.54,36,61.55,1,61.55,692.0
6279,KO,61.55,26,61.56,2,61.56,1.0
6280,KO,61.55,37,61.56,1,61.56,100.0
6281,KO,61.56,17,61.57,17,61.56,149.0
6282,KO,61.55,35,61.56,18,61.56,400.0
6283,KO,61.55,46,61.56,1,61.56,1.0
6284,KO,61.56,23,61.57,20,61.56,100.0
6285,KO,61.55,27,61.56,22,61.56,400.0
6286,KO,61.55,34,61.56,1,61.56,100.0
6287,KO,61.55,1,61.56,31,61.55,200.0
6288,KO,61.54,28,61.56,40,61.55,107.0
6289,KO,61.54,28,61.55,25,61.55,61.0
6290,KO,61.55,12,61.56,25,61.55,900.0
6291,KO,61.55,12,61.56,12,61.55,100.0
6292,KO,61.56,10,61.57,19,61.56,300.0
6293,KO,61.55,22,61.57,38,61.56,75.0
6294,KO,61.55,1,61.56,33,61.55,322.0
6295,KO,61.56,14,61.57,13,61.56,100.0
6296,KO,61.56,10,61.57,10,61.56,61.0
6297,KO,61.57,30,61.58,9,61.57,270.0
6298,KO,61.58,23,61.59,15,61.58,100.0
6299,KO,61.58,10,61.59,27,61.58,200.0
6300,KO,61.58,20,61.59,20,61.58,125.0
6301,KO,61.57,18,61.59,34,61.58,391.0
6302,KO,61.57,17,61.58,25,61.58,9.0
6303,KO,61.58,15,61.59,21,61.58,210.0
6304,KO,61.58,37,61.59,6,61.59,300.0
6305,KO,61.59,19,61.6,14,61.59,6.0
6306,KO,61.6,24,61.61,6,61.605,100.0
6307,KO,61.59,27,61.61,33,61.6,47.0
6308,KO,61.59,3,61.6,36,61.595,24.0
6309,KO,61.59,38,61.61,17,61.6,150.0
6310,KO,61.61,25,61.62,12,61.61,74.0
6311,KO,61.6,18,61.62,28,61.61,138.0
6312,KO,61.6,11,61.62,38,61.61,75.0
6313,KO,61.6,11,61.61,22,61.61,50.0
6314,KO,61.61,5,61.62,26,61.61,100.0
6315,KO,61.61,5,61.62,26,61.61,100.0
6316,KO,61.6,19,61.62,37,61.61,402.0
6317,KO,61.59,10,61.6,19,61.6,104.0
6318,KO,61.59,18,61.6,1,61.6,50.0
6319,KO,61.6,7,61.61,24,61.605,4.0
6320,KO,61.58,21,61.6,26,61.59,1000.0
6321,KO,61.58,21,61.6,14,61.59,1000.0
6322,KO,61.58,16,61.59,21,61.59,300.0
6323,KO,61.58,23,61.6,15,61.59,14.0
6324,KO,61.59,22,61.6,19,61.59,281.0
6325,KO,61.58,21,61.59,20,61.59,100.0
6326,KO,61.59,12,61.6,12,61.59,200.0
6327,KO,61.59,2,61.6,29,61.59,100.0
6328,KO,61.58,22,61.59,19,61.59,200.0
6329,KO,61.59,21,61.6,25,61.59,193.0
6330,KO,61.59,34,61.61,21,61.6,2.0
6331,KO,61.6,20,61.61,15,61.61,200.0
6332,KO,61.6,32,61.62,20,61.61,100.0
6333,KO,61.6,17,61.61,18,61.61,600.0
6334,KO,61.6,12,61.61,18,61.6,48.0
6335,KO,61.6,31,61.61,2,61.61,100.0
6336,KO,61.59,24,61.61,32,61.6,200.0
6337,KO,61.58,16,61.59,28,61.59,158.0
6338,KO,61.58,7,61.59,22,61.58,200.0
6339,KO,61.57,16,61.59,42,61.58,400.0
6340,KO,61.57,13,61.59,39,61.58,100.0
6341,KO,61.57,14,61.58,25,61.58,4.0
6342,KO,61.57,15,61.58,20,61.58,1684.0
6343,KO,61.59,32,61.6,6,61.6,100.0
6344,KO,61.59,37,61.61,20,61.6,500.0
6345,KO,61.6,35,61.62,18,61.61,400.0
6346,KO,61.62,16,61.63,14,61.62,10.0
6347,KO,61.63,32,61.65,16,61.64,200.0
6348,KO,61.63,18,61.64,26,61.64,1200.0
6349,KO,61.63,7,61.64,37,61.63,1000.0
6350,KO,61.62,22,61.63,16,61.63,25.0
6351,KO,61.62,19,61.64,42,61.63,100.0
6352,KO,61.62,19,61.64,44,61.63,100.0
6353,KO,61.64,22,61.65,19,61.64,200.0
6354,KO,61.64,25,61.65,2,61.65,35.0
6355,KO,61.65,19,61.66,18,61.65,65.0
6356,KO,61.63,20,61.65,32,61.64,350.0
6357,KO,61.64,7,61.65,18,61.64,100.0
6358,KO,61.64,1,61.65,32,61.64,700.0
6359,KO,61.64,5,61.65,24,61.64,200.0
6360,KO,61.62,18,61.64,21,61.63,75.0
6361,KO,61.6,16,61.61,27,61.61,7.0
6362,KO,61.6,3,61.61,39,61.6,100.0
6363,KO,61.61,19,61.62,35,61.61,1360.0
6364,KO,61.6,21,61.61,16,61.61,100.0
6365,KO,61.61,15,61.62,31,61.61,700.0
6366,KO,61.61,15,61.62,31,61.62,2403.0
6367,KO,61.61,15,61.62,31,61.62,2.0
6368,KO,61.61,25,61.62,24,61.62,900.0
6369,KO,61.61,31,61.63,27,61.62,300.0
6370,KO,61.62,22,61.63,17,61.63,100.0
6371,KO,61.62,41,61.63,12,61.63,500.0
6372,KO,61.63,18,61.64,27,61.63,1200.0
6373,KO,61.63,29,61.64,18,61.64,75.0
6374,KO,61.63,20,61.65,12,61.64,800.0
6375,KO,61.65,24,61.66,14,61.65,2.0
6376,KO,61.65,3,61.66,32,61.65,376.0
6377,KO,61.63,21,61.64,27,61.64,200.0
6378,KO,61.63,1,61.64,34,61.63,150.0
6379,KO,61.63,1,61.64,41,61.63,100.0
6380,KO,61.63,1,61.64,46,61.63,100.0
6381,KO,61.63,2,61.64,46,61.63,1.0
6382,KO,61.62,23,61.63,13,61.63,200.0
6383,KO,61.63,22,61.64,28,61.63,200.0
6384,KO,61.62,21,61.64,48,61.63,200.0
6385,KO,61.63,12,61.64,29,61.63,1.0
6386,KO,61.62,24,61.63,6,61.625,28.0
6387,KO,61.63,21,61.64,32,61.63,200.0
6388,KO,61.63,7,61.64,37,61.63,100.0
6389,KO,61.63,39,61.64,13,61.64,75.0
6390,KO,61.63,39,61.65,36,61.64,1300.0
6391,KO,61.63,19,61.65,46,61.64,100.0
6392,KO,61.64,2,61.65,31,61.64,79.0
6393,KO,61.64,19,61.65,30,61.64,200.0
6394,KO,61.65,3,61.66,41,61.65,75.0
6395,KO,61.65,3,61.66,41,61.65,150.0
6396,KO,61.63,23,61.65,46,61.64,412.0
6397,KO,61.64,14,61.65,20,61.64,400.0
6398,KO,61.65,20,61.66,18,61.65,3.0
6399,KO,61.65,1,61.66,36,61.65,1600.0
6400,KO,61.66,40,61.67,3,61.67,42.0
6401,KO,61.66,28,61.68,22,61.67,9.0
6402,KO,61.67,5,61.68,33,61.67,33.0
6403,KO,61.67,2,61.68,31,61.67,222.0
6404,KO,61.66,7,61.67,33,61.665,100.0
6405,KO,61.67,19,61.68,23,61.67,33.0
6406,KO,61.67,18,61.68,21,61.67,475.0
6407,KO,61.68,18,61.69,20,61.68,1.0
6408,KO,61.68,15,61.69,7,61.685,36.0
6409,KO,61.68,44,61.7,21,61.69,400.0
6410,KO,61.69,26,61.7,7,61.695,25.0
6411,KO,61.69,24,61.71,19,61.7,100.0
6412,KO,61.7,2,61.71,51,61.7,31.0
6413,KO,61.7,1,61.71,51,61.7,2.0
