,SYMBOL,BID,BIDSIZ,OFR,OFRSIZ,PRICE,SIZE
0,KO,62.1,4,62.15,11,62.15,1.0
1,KO,62.12,2,62.15,11,62.15,1.0
2,KO,62.09,1,62.13,1,62.1,566.0
3,KO,62.07,1,62.12,1,62.09,200.0
4,KO,62.07,1,62.13,2,62.12,1.0
5,KO,62.05,1,62.12,1,62.08,1.0
6,KO,62.05,1,62.12,1,62.07,50.0
7,KO,62.04,1,62.12,1,62.05,27.0
8,KO,62.03,1,62.12,1,62.04,139.0
9,KO,62.08,1,62.12,1,62.11,50.0
10,KO,62.08,1,62.13,1,62.11,80.0
11,KO,62.08,8,62.13,1,62.1,10.0
12,KO,62.09,1,62.12,1,62.11,36.0
13,KO,62.09,1,62.13,1,62.11,131.0
14,KO,62.1,1,62.13,3,62.12,1.0
15,KO,62.09,1,62.13,3,62.1,100.0
16,KO,62.09,1,62.13,3,62.13,1.0
17,KO,62.11,4,62.13,1,62.13,100.0
18,KO,62.11,4,62.13,1,62.13,100.0
19,KO,62.11,4,62.13,1,62.13,100.0
20,KO,62.11,5,62.13,1,62.13,29.0
21,KO,62.12,2,62.13,1,62.13,100.0
22,KO,62.12,2,62.13,1,62.13,100.0
23,KO,62.12,3,62.13,1,62.13,21.0
24,KO,62.12,3,62.13,1,62.13,100.0
25,KO,62.12,3,62.13,1,62.13,100.0
26,KO,62.12,3,62.13,1,62.13,100.0
27,KO,62.12,3,62.13,1,62.13,100.0
28,KO,62.12,3,62.13,1,62.13,100.0
29,KO,62.12,3,62.13,1,62.13,100.0
30,KO,62.12,3,62.13,1,62.13,100.0
31,KO,62.12,1,62.15,11,62.13,200.0
32,KO,62.12,8,62.15,11,62.13,2.0
33,KO,62.12,7,62.14,1,62.12,14.0
34,KO,62.11,6,62.14,1,62.12,689.0
35,KO,62.12,2,62.15,11,62.14,86.0
36,KO,62.13,7,62.17,1,62.15,23.0
37,KO,62.17,5,62.21,3,62.19,125.0
38,KO,62.17,5,62.19,1,62.18,100.0
39,KO,62.16,7,62.21,3,62.2,100.0
40,KO,62.17,6,62.21,3,62.19,500.0
41,KO,62.16,8,62.19,2,62.18,600.0
42,KO,62.16,5,62.18,4,62.17,10.0
43,KO,62.16,2,62.19,2,62.18,10.0
44,KO,62.18,7,62.21,2,62.2,100.0
45,KO,62.2,1,62.23,2,62.21,201.0
46,KO,62.2,7,62.24,21,62.22,40.0
47,KO,62.2,7,62.24,21,62.2,500.0
48,KO,62.19,4,62.22,1,62.21,28.0
49,KO,62.19,1,62.21,4,62.21,72.0
50,KO,62.19,6,62.22,1,62.21,450.0
51,KO,62.19,8,62.22,3,62.21,20.0
52,KO,62.2,1,62.22,4,62.21,20.0
53,KO,62.2,2,62.24,23,62.22,94.0
54,KO,62.21,1,62.24,20,62.22,100.0
55,KO,62.21,1,62.24,22,62.23,100.0
56,KO,62.22,3,62.24,9,62.24,1050.0
57,KO,62.22,2,62.23,1,62.23,100.0
58,KO,62.21,1,62.23,1,62.22,100.0
59,KO,62.2,1,62.22,10,62.21,100.0
60,KO,62.18,9,62.21,5,62.19,100.0
61,KO,62.21,16,62.22,1,62.22,14.0
62,KO,62.21,8,62.24,9,62.22,100.0
63,KO,62.21,8,62.23,13,62.22,100.0
64,KO,62.19,13,62.21,2,62.2,100.0
65,KO,62.2,15,62.23,11,62.2,200.0
66,KO,62.19,1,62.2,2,62.2,100.0
67,KO,62.17,2,62.18,1,62.18,23.0
68,KO,62.16,9,62.19,16,62.18,24.0
69,KO,62.15,10,62.17,5,62.16,100.0
70,KO,62.14,12,62.16,1,62.15,100.0
71,KO,62.15,11,62.18,18,62.17,5.0
72,KO,62.16,1,62.18,14,62.18,5.0
73,KO,62.17,2,62.19,7,62.19,5.0
74,KO,62.17,1,62.19,8,62.18,5.0
75,KO,62.17,9,62.2,9,62.19,5.0
76,KO,62.17,1,62.19,7,62.18,100.0
77,KO,62.18,10,62.21,9,62.19,900.0
78,KO,62.18,11,62.2,1,62.19,20.0
79,KO,62.15,9,62.18,5,62.17,100.0
80,KO,62.16,10,62.18,4,62.17,44.0
81,KO,62.16,2,62.17,3,62.17,100.0
82,KO,62.16,11,62.18,8,62.17,60.0
83,KO,62.19,2,62.21,6,62.18,200.0
84,KO,62.19,3,62.21,10,62.2,2.0
85,KO,62.16,11,62.18,2,62.17,82.0
86,KO,62.18,12,62.2,1,62.18,200.0
87,KO,62.19,11,62.21,3,62.21,94.0
88,KO,62.2,7,62.22,2,62.21,250.0
89,KO,62.21,14,62.23,9,62.22,5.0
90,KO,62.22,3,62.24,12,62.22,1.0
91,KO,62.2,10,62.22,1,62.22,200.0
92,KO,62.19,11,62.21,8,62.2,100.0
93,KO,62.2,13,62.22,11,62.2,200.0
94,KO,62.19,10,62.21,12,62.2,100.0
95,KO,62.2,2,62.22,11,62.2,100.0
96,KO,62.2,11,62.22,9,62.21,100.0
97,KO,62.22,3,62.24,11,62.22,100.0
98,KO,62.22,3,62.24,12,62.23,2.0
99,KO,62.22,17,62.24,10,62.23,7.0
100,KO,62.23,2,62.24,9,62.23,52.0
101,KO,62.22,17,62.23,1,62.23,100.0
102,KO,62.22,4,62.24,15,62.23,10.0
103,KO,62.2,3,62.21,2,62.21,32.0
104,KO,62.17,8,62.18,2,62.18,22.0
105,KO,62.17,11,62.19,3,62.18,100.0
106,KO,62.18,12,62.2,12,62.19,1200.0
107,KO,62.17,8,62.19,12,62.18,100.0
108,KO,62.15,10,62.17,1,62.17,100.0
109,KO,62.14,4,62.16,11,62.15,100.0
110,KO,62.15,8,62.16,1,62.16,100.0
111,KO,62.13,9,62.15,12,62.14,1.0
112,KO,62.15,10,62.16,1,62.16,24.0
113,KO,62.16,2,62.17,3,62.17,100.0
114,KO,62.14,11,62.16,3,62.16,40.0
115,KO,62.16,9,62.18,10,62.17,200.0
116,KO,62.16,2,62.17,8,62.17,32.0
117,KO,62.18,1,62.19,1,62.18,200.0
118,KO,62.17,9,62.2,11,62.19,300.0
119,KO,62.18,5,62.2,4,62.19,1.0
120,KO,62.18,12,62.21,11,62.19,1.0
121,KO,62.18,13,62.21,11,62.2,10.0
122,KO,62.16,10,62.18,7,62.18,100.0
123,KO,62.14,11,62.16,5,62.16,100.0
124,KO,62.15,9,62.17,4,62.15,300.0
125,KO,62.14,7,62.16,6,62.15,100.0
126,KO,62.13,2,62.15,2,62.14,100.0
127,KO,62.16,1,62.17,9,62.16,700.0
128,KO,62.15,12,62.17,3,62.17,100.0
129,KO,62.17,8,62.18,7,62.18,100.0
130,KO,62.17,2,62.18,1,62.18,21.0
131,KO,62.17,3,62.18,1,62.18,100.0
132,KO,62.16,2,62.17,4,62.17,100.0
133,KO,62.15,2,62.16,3,62.15,100.0
134,KO,62.14,10,62.16,3,62.15,201.0
135,KO,62.15,2,62.17,12,62.15,100.0
136,KO,62.13,11,62.15,7,62.15,200.0
137,KO,62.12,10,62.15,12,62.13,200.0
138,KO,62.13,3,62.14,9,62.14,100.0
139,KO,62.19,4,62.21,12,62.2,200.0
140,KO,62.18,5,62.19,10,62.19,100.0
141,KO,62.16,11,62.19,15,62.18,29.0
142,KO,62.16,5,62.17,1,62.17,16.0
143,KO,62.16,20,62.17,1,62.17,104.0
144,KO,62.16,10,62.17,1,62.17,5.0
145,KO,62.14,10,62.17,14,62.15,700.0
146,KO,62.15,11,62.17,2,62.16,70.0
147,KO,62.16,4,62.17,1,62.17,100.0
148,KO,62.16,3,62.17,1,62.17,100.0
149,KO,62.16,5,62.17,1,62.17,100.0
150,KO,62.16,3,62.17,1,62.17,100.0
151,KO,62.16,8,62.17,1,62.17,100.0
152,KO,62.16,7,62.17,1,62.17,100.0
153,KO,62.16,8,62.17,1,62.17,100.0
154,KO,62.17,10,62.19,6,62.18,30.0
155,KO,62.16,8,62.18,13,62.16,300.0
156,KO,62.16,8,62.18,5,62.17,800.0
157,KO,62.19,1,62.2,5,62.19,100.0
158,KO,62.2,2,62.21,1,62.2,102.0
159,KO,62.16,11,62.18,2,62.19,100.0
160,KO,62.16,11,62.18,2,62.18,100.0
161,KO,62.17,2,62.19,12,62.17,3.0
162,KO,62.18,1,62.19,2,62.18,100.0
163,KO,62.19,2,62.2,5,62.19,200.0
164,KO,62.2,1,62.21,11,62.2,30.0
165,KO,62.19,9,62.2,3,62.2,650.0
166,KO,62.18,1,62.2,14,62.18,21.0
167,KO,62.17,12,62.19,11,62.18,79.0
168,KO,62.17,2,62.18,12,62.17,100.0
169,KO,62.17,2,62.18,1,62.17,200.0
170,KO,62.16,6,62.18,10,62.175,20.0
171,KO,62.21,1,62.22,7,62.21,100.0
172,KO,62.21,2,62.22,4,62.22,42.0
173,KO,62.21,1,62.22,4,62.215,100.0
174,KO,62.2,11,62.22,5,62.21,120.0
175,KO,62.19,11,62.21,5,62.21,100.0
176,KO,62.2,1,62.22,15,62.205,100.0
177,KO,62.19,10,62.21,10,62.2,100.0
178,KO,62.2,2,62.21,2,62.2,300.0
179,KO,62.19,9,62.21,5,62.2,100.0
180,KO,62.18,12,62.2,4,62.2,22.0
181,KO,62.23,2,62.24,9,62.23,6.0
182,KO,62.22,1,62.24,23,62.23,200.0
183,KO,62.23,10,62.25,13,62.24,54.0
184,KO,62.22,13,62.24,7,62.24,200.0
185,KO,62.24,8,62.26,12,62.25,1.0
186,KO,62.24,15,62.27,13,62.25,67.0
187,KO,62.26,3,62.27,4,62.26,4.0
188,KO,62.26,15,62.29,10,62.27,321.0
189,KO,62.28,2,62.29,2,62.28,500.0
190,KO,62.26,1,62.27,2,62.27,200.0
191,KO,62.27,2,62.29,12,62.27,100.0
192,KO,62.25,2,62.26,5,62.26,100.0
193,KO,62.25,13,62.27,4,62.26,69.0
194,KO,62.27,9,62.29,8,62.28,100.0
195,KO,62.27,2,62.28,2,62.28,79.0
196,KO,62.28,1,62.29,7,62.28,54.0
197,KO,62.27,8,62.29,13,62.28,99.0
198,KO,62.28,12,62.3,18,62.29,200.0
199,KO,62.29,1,62.3,1,62.29,26.0
200,KO,62.3,2,62.31,9,62.3,179.0
201,KO,62.28,19,62.3,5,62.3,29.0
202,KO,62.29,13,62.31,10,62.3,167.0
203,KO,62.31,4,62.32,4,62.31,4.0
204,KO,62.31,2,62.32,1,62.32,100.0
205,KO,62.31,3,62.33,15,62.32,104.0
206,KO,62.32,1,62.33,5,62.32,100.0
207,KO,62.3,9,62.31,2,62.31,1.0
208,KO,62.29,15,62.31,7,62.3,1.0
209,KO,62.32,1,62.33,11,62.32,100.0
210,KO,62.31,8,62.33,12,62.32,300.0
211,KO,62.32,2,62.33,3,62.32,68.0
212,KO,62.31,6,62.32,2,62.32,37.0
213,KO,62.32,7,62.33,1,62.33,100.0
214,KO,62.33,3,62.35,8,62.33,140.0
215,KO,62.34,9,62.35,1,62.34,14.0
216,KO,62.34,1,62.35,1,62.35,100.0
217,KO,62.36,3,62.37,2,62.37,200.0
218,KO,62.35,4,62.36,3,62.36,200.0
219,KO,62.36,2,62.38,13,62.36,410.0
220,KO,62.36,4,62.37,14,62.37,200.0
221,KO,62.35,3,62.37,24,62.36,228.0
222,KO,62.35,6,62.37,11,62.36,200.0
223,KO,62.37,4,62.38,1,62.38,100.0
224,KO,62.35,3,62.36,11,62.36,100.0
225,KO,62.37,6,62.38,7,62.37,3.0
226,KO,62.36,6,62.37,10,62.37,4.0
227,KO,62.37,11,62.39,7,62.39,87.0
228,KO,62.37,6,62.39,12,62.38,300.0
229,KO,62.38,1,62.4,16,62.39,15.0
230,KO,62.38,1,62.39,1,62.385,200.0
231,KO,62.38,4,62.39,1,62.39,100.0
232,KO,62.38,6,62.4,14,62.39,32.0
233,KO,62.39,3,62.4,4,62.39,93.0
234,KO,62.38,1,62.39,12,62.39,7.0
235,KO,62.37,1,62.38,4,62.38,18.0
236,KO,62.36,3,62.37,11,62.37,100.0
237,KO,62.35,2,62.36,3,62.36,100.0
238,KO,62.34,1,62.35,3,62.35,14.0
239,KO,62.36,4,62.37,7,62.36,2.0
240,KO,62.36,2,62.37,7,62.36,200.0
241,KO,62.37,3,62.39,13,62.38,200.0
242,KO,62.37,3,62.38,7,62.38,100.0
243,KO,62.38,1,62.39,12,62.38,100.0
244,KO,62.38,3,62.39,11,62.38,7.0
245,KO,62.38,3,62.39,18,62.38,71.0
246,KO,62.39,2,62.4,12,62.39,100.0
247,KO,62.38,2,62.4,13,62.39,1.0
248,KO,62.4,3,62.41,5,62.4,122.0
249,KO,62.4,5,62.41,1,62.41,8.0
250,KO,62.41,5,62.42,23,62.41,145.0
251,KO,62.42,9,62.43,5,62.42,1815.0
252,KO,62.41,8,62.42,8,62.42,100.0
253,KO,62.42,2,62.43,3,62.421,100.0
254,KO,62.41,22,62.43,4,62.42,200.0
255,KO,62.43,1,62.44,2,62.43,217.0
256,KO,62.44,1,62.45,13,62.44,81.0
257,KO,62.44,1,62.45,13,62.44,24.0
258,KO,62.43,2,62.44,10,62.44,34.0
259,KO,62.44,3,62.45,8,62.445,100.0
260,KO,62.45,4,62.46,8,62.45,100.0
261,KO,62.45,17,62.48,14,62.47,100.0
262,KO,62.46,10,62.48,13,62.47,101.0
263,KO,62.46,2,62.47,1,62.47,77.0
264,KO,62.46,2,62.47,5,62.46,100.0
265,KO,62.46,9,62.47,2,62.47,1.0
266,KO,62.46,16,62.47,1,62.47,100.0
267,KO,62.45,7,62.46,6,62.46,100.0
268,KO,62.44,5,62.45,9,62.45,11.0
269,KO,62.44,11,62.46,12,62.45,100.0
270,KO,62.44,14,62.45,3,62.45,2.0
271,KO,62.45,5,62.47,3,62.46,500.0
272,KO,62.47,3,62.48,3,62.47,188.0
273,KO,62.46,4,62.48,6,62.47,100.0
274,KO,62.46,4,62.48,13,62.47,46.0
275,KO,62.47,8,62.48,1,62.48,100.0
276,KO,62.47,7,62.49,11,62.48,100.0
277,KO,62.47,5,62.49,14,62.48,100.0
278,KO,62.47,2,62.48,4,62.47,1.0
279,KO,62.47,2,62.48,4,62.48,100.0
280,KO,62.47,12,62.49,4,62.48,5.0
281,KO,62.49,2,62.5,113,62.49,2.0
282,KO,62.48,1,62.49,5,62.48,4.0
283,KO,62.49,17,62.51,12,62.51,120.0
284,KO,62.52,2,62.53,1,62.52,200.0
285,KO,62.52,5,62.54,21,62.53,100.0
286,KO,62.52,1,62.54,23,62.53,200.0
287,KO,62.52,7,62.54,21,62.53,200.0
288,KO,62.53,2,62.54,19,62.53,100.0
289,KO,62.52,9,62.54,19,62.53,1.0
290,KO,62.52,1,62.53,3,62.52,109.0
291,KO,62.52,1,62.53,6,62.52,100.0
292,KO,62.52,1,62.53,3,62.52,100.0
293,KO,62.52,1,62.53,3,62.52,100.0
294,KO,62.52,1,62.53,8,62.52,100.0
295,KO,62.52,1,62.53,2,62.52,100.0
296,KO,62.52,1,62.53,7,62.52,100.0
297,KO,62.52,1,62.53,6,62.52,100.0
298,KO,62.52,7,62.54,21,62.53,81.0
299,KO,62.52,1,62.53,7,62.52,100.0
300,KO,62.52,1,62.53,8,62.52,173.0
301,KO,62.52,1,62.53,4,62.52,100.0
302,KO,62.52,1,62.53,3,62.52,100.0
303,KO,62.52,2,62.53,2,62.53,100.0
304,KO,62.52,1,62.53,13,62.52,100.0
305,KO,62.52,1,62.53,5,62.52,100.0
306,KO,62.52,1,62.53,6,62.52,100.0
307,KO,62.52,1,62.53,6,62.52,100.0
308,KO,62.52,1,62.53,13,62.52,100.0
309,KO,62.52,1,62.53,6,62.52,106.0
310,KO,62.52,1,62.53,15,62.52,45.0
311,KO,62.52,1,62.53,15,62.52,100.0
312,KO,62.52,3,62.54,27,62.53,100.0
313,KO,62.52,1,62.53,11,62.53,100.0
314,KO,62.52,1,62.53,13,62.52,149.0
315,KO,62.52,1,62.53,18,62.52,100.0
316,KO,62.52,1,62.53,25,62.52,100.0
317,KO,62.52,1,62.53,13,62.52,100.0
318,KO,62.52,1,62.53,8,62.52,100.0
319,KO,62.52,1,62.53,11,62.52,100.0
320,KO,62.52,1,62.53,10,62.52,100.0
321,KO,62.52,1,62.53,14,62.52,100.0
322,KO,62.51,10,62.52,2,62.52,100.0
323,KO,62.51,13,62.53,14,62.52,100.0
324,KO,62.51,11,62.53,11,62.52,8.0
325,KO,62.5,3,62.51,3,62.5,100.0
326,KO,62.5,6,62.52,11,62.5,600.0
327,KO,62.51,2,62.52,3,62.51,100.0
328,KO,62.51,8,62.53,13,62.52,100.0
329,KO,62.52,14,62.54,21,62.53,28.0
330,KO,62.53,4,62.54,17,62.53,72.0
331,KO,62.52,10,62.54,22,62.53,3.0
332,KO,62.54,14,62.55,4,62.54,1882.0
333,KO,62.54,16,62.56,13,62.55,10.0
334,KO,62.55,9,62.57,12,62.56,300.0
335,KO,62.55,9,62.56,2,62.56,100.0
336,KO,62.55,13,62.57,11,62.56,200.0
337,KO,62.56,5,62.58,11,62.57,100.0
338,KO,62.56,16,62.58,5,62.57,21.0
339,KO,62.56,4,62.57,8,62.57,100.0
340,KO,62.57,1,62.59,12,62.58,100.0
341,KO,62.56,17,62.58,8,62.57,200.0
342,KO,62.57,9,62.58,7,62.57,100.0
343,KO,62.56,12,62.58,13,62.57,666.0
344,KO,62.56,4,62.58,13,62.57,41.0
345,KO,62.56,1,62.57,9,62.56,200.0
346,KO,62.56,10,62.57,2,62.56,200.0
347,KO,62.55,7,62.57,13,62.56,800.0
348,KO,62.57,4,62.59,9,62.58,21.0
349,KO,62.56,10,62.58,18,62.57,100.0
350,KO,62.56,1,62.57,10,62.56,2.0
351,KO,62.56,6,62.57,1,62.57,10.0
352,KO,62.56,11,62.58,16,62.57,100.0
353,KO,62.56,6,62.58,14,62.57,90.0
354,KO,62.55,9,62.57,24,62.56,86.0
355,KO,62.54,9,62.56,12,62.55,96.0
356,KO,62.53,11,62.55,7,62.54,65.0
357,KO,62.54,9,62.56,12,62.54,100.0
358,KO,62.54,4,62.55,1,62.55,300.0
359,KO,62.52,14,62.54,3,62.53,27.0
360,KO,62.53,3,62.54,4,62.54,230.0
361,KO,62.53,10,62.54,8,62.53,100.0
362,KO,62.51,4,62.52,8,62.52,162.0
363,KO,62.52,2,62.54,11,62.53,100.0
364,KO,62.52,14,62.54,9,62.53,100.0
365,KO,62.51,1,62.52,4,62.51,100.0
366,KO,62.5,11,62.52,6,62.51,100.0
367,KO,62.51,5,62.52,3,62.52,10.0
368,KO,62.5,12,62.51,11,62.51,74.0
369,KO,62.5,15,62.52,13,62.51,100.0
370,KO,62.51,2,62.52,3,62.51,100.0
371,KO,62.5,14,62.52,12,62.51,100.0
372,KO,62.5,12,62.51,1,62.505,100.0
373,KO,62.49,12,62.51,15,62.5,38.0
374,KO,62.49,3,62.5,9,62.49,200.0
375,KO,62.47,13,62.49,2,62.48,100.0
376,KO,62.48,2,62.5,11,62.49,200.0
377,KO,62.48,13,62.5,10,62.49,200.0
378,KO,62.5,4,62.51,1,62.5,16.0
379,KO,62.49,8,62.51,4,62.5,100.0
380,KO,62.5,7,62.52,11,62.51,100.0
381,KO,62.51,8,62.52,8,62.51,200.0
382,KO,62.52,9,62.53,7,62.52,300.0
383,KO,62.53,12,62.55,2,62.54,21.0
384,KO,62.54,5,62.55,1,62.55,100.0
385,KO,62.55,1,62.56,10,62.55,100.0
386,KO,62.57,11,62.58,4,62.57,300.0
387,KO,62.56,12,62.58,1,62.57,200.0
388,KO,62.56,6,62.57,3,62.57,200.0
389,KO,62.56,5,62.57,8,62.56,67.0
390,KO,62.55,1,62.56,6,62.56,333.0
391,KO,62.55,1,62.56,1,62.56,100.0
392,KO,62.55,6,62.57,10,62.56,22.0
393,KO,62.6,2,62.61,12,62.6,6.0
394,KO,62.61,3,62.62,5,62.62,100.0
395,KO,62.59,12,62.61,13,62.6,50.0
396,KO,62.6,5,62.62,9,62.61,1.0
397,KO,62.63,2,62.64,9,62.63,48.0
398,KO,62.62,11,62.64,3,62.64,100.0
399,KO,62.63,4,62.65,12,62.64,200.0
400,KO,62.64,1,62.65,9,62.64,200.0
401,KO,62.64,2,62.66,13,62.65,100.0
402,KO,62.63,5,62.65,4,62.64,104.0
403,KO,62.64,2,62.66,13,62.64,100.0
404,KO,62.63,7,62.65,11,62.64,1.0
405,KO,62.63,4,62.65,11,62.64,1.0
406,KO,62.64,1,62.66,11,62.65,17.0
407,KO,62.65,4,62.66,12,62.66,100.0
408,KO,62.64,14,62.66,16,62.66,350.0
409,KO,62.64,2,62.65,2,62.65,100.0
410,KO,62.65,4,62.66,12,62.65,100.0
411,KO,62.64,12,62.66,2,62.65,47.0
412,KO,62.64,2,62.65,5,62.64,180.0
413,KO,62.63,8,62.65,13,62.64,300.0
414,KO,62.62,15,62.64,4,62.64,200.0
415,KO,62.63,6,62.65,10,62.64,6.0
416,KO,62.62,5,62.63,2,62.63,100.0
417,KO,62.62,1,62.63,19,62.62,135.0
418,KO,62.62,1,62.63,8,62.62,100.0
419,KO,62.62,1,62.63,7,62.62,10.0
420,KO,62.61,2,62.62,12,62.62,155.0
421,KO,62.6,2,62.61,1,62.61,3.0
422,KO,62.61,2,62.62,11,62.61,100.0
423,KO,62.59,14,62.61,9,62.6,900.0
424,KO,62.6,10,62.62,10,62.61,200.0
425,KO,62.62,6,62.63,6,62.62,162.0
426,KO,62.61,2,62.62,4,62.62,200.0
427,KO,62.59,1,62.6,3,62.6,2.0
428,KO,62.61,10,62.62,1,62.62,324.0
429,KO,62.6,13,62.62,7,62.62,100.0
430,KO,62.62,3,62.64,14,62.63,100.0
431,KO,62.62,2,62.63,17,62.63,100.0
432,KO,62.61,3,62.62,4,62.62,100.0
433,KO,62.62,1,62.63,5,62.63,198.0
434,KO,62.62,14,62.63,1,62.63,200.0
435,KO,62.62,15,62.64,10,62.63,2.0
436,KO,62.62,8,62.64,12,62.63,10.0
437,KO,62.61,13,62.63,24,62.62,200.0
438,KO,62.62,6,62.63,23,62.62,244.0
439,KO,62.62,12,62.64,10,62.63,94.0
440,KO,62.63,2,62.64,1,62.64,100.0
441,KO,62.64,3,62.65,14,62.64,100.0
442,KO,62.64,6,62.66,11,62.65,200.0
443,KO,62.64,9,62.65,2,62.65,100.0
444,KO,62.65,3,62.66,8,62.65,240.0
445,KO,62.65,13,62.67,5,62.665,100.0
446,KO,62.65,1,62.66,14,62.65,40.0
447,KO,62.64,10,62.65,13,62.65,58.0
448,KO,62.64,3,62.65,3,62.65,100.0
449,KO,62.64,13,62.66,12,62.65,14.0
450,KO,62.66,2,62.67,10,62.66,116.0
451,KO,62.64,12,62.66,11,62.66,100.0
452,KO,62.62,18,62.65,4,62.63,200.0
453,KO,62.62,18,62.65,4,62.62,179.0
454,KO,62.62,5,62.65,25,62.61,400.0
455,KO,62.61,4,62.65,25,62.61,200.0
456,KO,62.61,6,62.65,25,62.62,200.0
457,KO,62.61,6,62.65,25,62.62,100.0
458,KO,62.6,10,62.64,14,62.61,500.0
459,KO,62.6,13,62.63,10,62.61,100.0
460,KO,62.61,1,62.64,24,62.61,400.0
461,KO,62.6,28,62.63,8,62.6,7.0
462,KO,62.6,25,62.62,2,62.61,100.0
463,KO,62.6,4,62.61,2,62.6,157.0
464,KO,62.6,1,62.61,7,62.6,48.0
465,KO,62.59,1,62.61,10,62.6,52.0
466,KO,62.58,7,62.61,20,62.59,65.0
467,KO,62.57,1,62.58,5,62.58,63.0
468,KO,62.57,10,62.59,3,62.585,1.0
469,KO,62.58,3,62.6,14,62.59,1.0
470,KO,62.58,13,62.6,11,62.59,99.0
471,KO,62.59,6,62.61,11,62.6,24.0
472,KO,62.61,1,62.62,10,62.62,1000.0
473,KO,62.62,2,62.64,10,62.63,200.0
474,KO,62.64,3,62.66,16,62.64,100.0
475,KO,62.64,1,62.65,3,62.64,100.0
476,KO,62.63,11,62.64,1,62.64,650.0
477,KO,62.62,8,62.63,11,62.63,100.0
478,KO,62.64,3,62.65,7,62.64,101.0
479,KO,62.64,3,62.66,16,62.65,15.0
480,KO,62.64,1,62.66,17,62.65,75.0
481,KO,62.63,2,62.65,13,62.635,12.0
482,KO,62.64,1,62.65,11,62.64,200.0
483,KO,62.63,4,62.64,2,62.64,200.0
484,KO,62.63,5,62.64,1,62.64,100.0
485,KO,62.62,13,62.64,21,62.63,100.0
486,KO,62.6,6,62.62,11,62.61,100.0
487,KO,62.61,2,62.62,7,62.61,95.0
488,KO,62.61,8,62.63,8,62.62,436.0
489,KO,62.62,6,62.64,13,62.63,100.0
490,KO,62.62,13,62.64,2,62.63,200.0
491,KO,62.6,5,62.61,3,62.61,100.0
492,KO,62.61,4,62.62,12,62.61,100.0
493,KO,62.61,2,62.62,1,62.61,100.0
494,KO,62.6,6,62.61,1,62.61,200.0
495,KO,62.61,7,62.62,7,62.61,95.0
496,KO,62.62,2,62.63,11,62.62,100.0
497,KO,62.62,6,62.63,3,62.63,200.0
498,KO,62.62,5,62.63,1,62.62,100.0
499,KO,62.61,1,62.62,9,62.61,56.0
500,KO,62.6,6,62.62,10,62.61,100.0
501,KO,62.61,1,62.62,2,62.62,152.0
502,KO,62.6,5,62.62,9,62.61,100.0
503,KO,62.6,2,62.61,11,62.61,100.0
504,KO,62.6,1,62.61,12,62.6,200.0
505,KO,62.6,1,62.61,12,62.6,100.0
506,KO,62.6,1,62.61,10,62.6,100.0
507,KO,62.61,4,62.62,8,62.61,100.0
508,KO,62.61,5,62.63,11,62.61,100.0
509,KO,62.61,5,62.63,11,62.61,200.0
510,KO,62.6,1,62.61,13,62.61,100.0
511,KO,62.6,1,62.61,10,62.6,39.0
512,KO,62.59,4,62.6,4,62.6,1.0
513,KO,62.59,15,62.61,11,62.61,217.0
514,KO,62.59,15,62.61,3,62.605,100.0
515,KO,62.61,1,62.62,2,62.61,200.0
516,KO,62.61,7,62.63,10,62.62,200.0
517,KO,62.65,12,62.67,10,62.66,1.0
518,KO,62.65,11,62.67,10,62.66,200.0
519,KO,62.64,1,62.65,2,62.65,200.0
520,KO,62.64,2,62.65,4,62.65,450.0
521,KO,62.64,2,62.66,15,62.65,80.0
522,KO,62.63,2,62.64,11,62.64,84.0
523,KO,62.63,12,62.65,14,62.64,200.0
524,KO,62.64,2,62.65,4,62.64,100.0
525,KO,62.63,11,62.65,8,62.64,70.0
526,KO,62.65,3,62.66,6,62.65,206.0
527,KO,62.65,12,62.67,13,62.66,100.0
528,KO,62.65,9,62.66,1,62.66,68.0
529,KO,62.64,7,62.65,3,62.65,100.0
530,KO,62.65,2,62.66,6,62.65,400.0
531,KO,62.64,12,62.66,13,62.65,41.0
532,KO,62.65,3,62.66,7,62.655,100.0
533,KO,62.68,2,62.69,14,62.68,14.0
534,KO,62.67,9,62.69,15,62.68,118.0
535,KO,62.67,6,62.69,11,62.68,17.0
536,KO,62.67,11,62.69,10,62.68,51.0
537,KO,62.68,19,62.69,5,62.69,5.0
538,KO,62.69,5,62.7,3,62.7,25.0
539,KO,62.69,2,62.7,6,62.695,100.0
540,KO,62.7,8,62.71,1,62.7,450.0
541,KO,62.71,1,62.72,12,62.71,100.0
542,KO,62.71,2,62.72,7,62.71,100.0
543,KO,62.7,1,62.71,14,62.71,100.0
544,KO,62.7,12,62.72,18,62.71,300.0
545,KO,62.71,2,62.72,2,62.72,350.0
546,KO,62.72,1,62.73,7,62.72,100.0
547,KO,62.7,3,62.71,2,62.71,100.0
548,KO,62.69,12,62.71,19,62.7,90.0
549,KO,62.7,2,62.71,10,62.71,5.0
550,KO,62.7,14,62.72,5,62.71,100.0
551,KO,62.7,13,62.71,4,62.71,80.0
552,KO,62.7,1,62.71,16,62.7,100.0
553,KO,62.7,1,62.71,23,62.7,100.0
554,KO,62.68,12,62.71,16,62.7,900.0
555,KO,62.67,12,62.7,17,62.7,1038.0
556,KO,62.68,2,62.7,17,62.7,200.0
557,KO,62.68,2,62.7,17,62.69,200.0
